Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
genome,GCA_004210375.1_ASM421037v1,Arthropoda (Chelicerata),Merostomata,Xiphosura,Limulidae,Tachypleus,Tachypleus tridentatus,5475,-0.033130504,-0.920990628,-0.095566899,3.792115049,0.25955928,0.09933527,0.02471146,0.06340407,2.156303456,-9.952704857,2.184498238,-71.81957725,169.5707064,55.07900733,134.2827122,-161.1626689,-112.355929,-111.0716614,150.0256701,41.57481226,-13.21852109,-54.11159293,-348.9093973,-0.1431839,-0.32182821,3.32108274,-0.759294205,2.097857245,34.52933255,0.68590325
genome,GCA_001194135.2_ASM119413v2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus bimaculoides,517.0833333,-0.021113335,-0.937302479,-0.084619295,3.810725333,0.202057032,0.09606734,0.02508043,0.06367869,1.883917319,-9.627137839,2.106182352,-71.85339953,169.3522898,55.13782303,134.3892397,-161.2117513,-112.4703113,-110.8102565,150.2572607,41.5434719,-13.37794157,-54.1184155,-349.0092426,-0.12273596,-0.32360682,3.32202943,-0.667959001,2.150755493,34.48329116,0.67436991
genome,GCA_000661875.1_Agen_v1,Arthropoda (Chelicerata),Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria geniculata,3491,-0.030770379,-0.927023018,-0.068151889,3.924299071,0.294615926,0.09236038,0.02386534,0.06381771,2.39259381,-9.729275553,2.013043922,-71.92801928,169.1911004,55.1171074,134.5725278,-160.9966816,-112.4543723,-111.1638137,150.4791015,41.53487421,-13.62805787,-54.14798583,-348.5482156,-0.13312345,-0.31859382,3.32229217,-0.696433126,2.175864229,34.47474935,0.66920185
genome,GCA_013357305.1_ASM1335730v1,Nematoda,Chromadorea,Rhabditida,Pratylenchidae,Radopholus,Radopholus similis,166.0416667,-0.036402794,-0.936852562,-0.051301849,4.027318627,0.252907106,0.08459744,0.02277501,0.0647179,2.663447382,-9.490314658,1.837787117,-72.01144425,168.9579786,55.000529,134.8557729,-160.7472733,-112.4609824,-111.2311483,150.933989,41.47822029,-14.01348021,-54.19115719,-347.8320977,-0.1354031,-0.30846703,3.3238671,-0.71221258,2.212673566,34.49143116,0.65482992
genome,GCA_013365325.1_Dcau_362YU_v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Dipetalonema,Dipetalonema caudispina,692.475,-0.045558881,-0.899973597,-0.093583496,3.7702952,0.323300294,0.104448,0.02419982,0.05773599,2.525901075,-10.33682969,2.227500018,-71.81146972,169.6636557,55.06974916,134.2685861,-161.1435038,-112.2370765,-111.2538548,150.0029719,41.56268385,-13.05694442,-54.07045994,-348.7433786,-0.14480555,-0.32191055,3.32240481,-0.819170259,2.00415661,34.58251453,0.71595069
genome,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,-0.047821865,-0.899642149,-0.096243563,3.750147234,0.333373156,0.10582174,0.02415008,0.05724411,2.512295804,-10.41032122,2.259129918,-71.79797221,169.7316076,55.040928,134.2346619,-161.1325222,-112.2001377,-111.283641,149.9298845,41.57812318,-12.97432951,-54.0633568,-348.7983418,-0.14690405,-0.32270354,3.32246248,-0.836328707,1.987050014,34.59473317,0.72137024
genome,GCA_012070555.1_ASM1207055v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia pahangi,1956.135,-0.047469036,-0.901098593,-0.098919161,3.731603316,0.33198672,0.10680865,0.02432263,0.05710713,2.46723587,-10.42410808,2.279487963,-71.78704357,169.7681579,55.03769386,134.2063196,-161.1526336,-112.1790025,-111.2411572,149.8867078,41.5846207,-12.91869279,-54.05427895,-348.8398827,-0.14740253,-0.32319717,3.32231001,-0.83763764,1.975802198,34.60138927,0.72336744
genome,GCA_008729115.1_FGCZ_Drep_1.0,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Dirofilaria,Dirofilaria repens,2653.2,-0.04688796,-0.895736563,-0.100569015,3.708762838,0.307952774,0.10774215,0.02457882,0.05646426,2.444413992,-10.41701403,2.287984722,-71.78180971,169.764602,55.06887429,134.1937743,-161.1874188,-112.1691492,-111.1646829,149.9027922,41.56755026,-12.88059017,-54.05108186,-348.8630921,-0.14524318,-0.32204629,3.32215074,-0.836696031,1.958079912,34.61265741,0.72766083
genome,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18,-0.052134944,-0.910772418,-0.115360296,3.683363899,0.326788697,0.10860557,0.02459088,0.05360218,2.145836817,-10.41449454,2.327370304,-71.73784043,169.9722475,54.97573658,134.1060934,-161.190403,-112.1740203,-111.1191226,149.7405937,41.59878634,-12.74026976,-54.03751792,-348.994413,-0.14408612,-0.3241025,3.32250347,-0.828693095,1.952209558,34.62121926,0.72978443
genome,GCA_011421695.1_ASM1142169v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diadegma,Diadegma semiclausum,59.7,-0.041551219,-0.912794153,-0.069951311,3.913286607,0.241467309,0.09147426,0.0236576,0.06146632,2.575743382,-9.805091759,1.966484748,-71.95452424,169.2293826,54.99801967,134.7333037,-160.8789803,-112.3365878,-111.3308919,150.7410484,41.50452043,-13.71725632,-54.18090924,-348.0801673,-0.13776374,-0.30433491,3.32538363,-0.697407326,2.122382749,34.55745409,0.67905821
genome,GCA_011800805.1_ASM1180080v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudo,Hirudo medicinalis,1213.25,-0.033674232,-0.906634718,-0.085163374,3.86043076,0.265020871,0.09730153,0.02439863,0.06085669,2.409319133,-9.948150813,2.109067099,-71.87117111,169.3287163,55.12030307,134.4072132,-160.9876362,-112.2999084,-111.2893722,150.2458811,41.5270151,-13.38058126,-54.10991848,-348.5528319,-0.14033895,-0.31142633,3.32219926,-0.745877966,2.109574621,34.55680055,0.69016665
genome,GCA_017562135.1_ASM1756213v1,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Dipylidium,Dipylidium caninum,379.5642857,-0.028090114,-0.934673985,-0.049665243,4.005870857,0.2495245,0.08512929,0.02340135,0.06789396,2.561248744,-9.485461946,1.873381954,-72.00529242,168.9126862,55.14938238,134.7657316,-160.9295031,-112.5604652,-111.0559071,150.8019532,41.49659722,-13.983076,-54.17212367,-347.9403051,-0.13040569,-0.31233601,3.32568598,-0.659995216,2.253888474,34.49038315,0.64537428
genome,GCA_012934845.2_ASM1293484v2,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus,Pomphorhynchus laevis,224.5,-0.034828246,-0.908145542,-0.094667223,3.762291726,0.224835224,0.10046979,0.02492597,0.0622271,2.190177537,-9.960662029,2.181918791,-71.83177482,169.4780134,55.11600156,134.3142283,-161.1145344,-112.2918113,-111.0490879,150.1096951,41.54967789,-13.18549528,-54.10528891,-348.6897897,-0.14399698,-0.31594664,3.32231624,-0.773448459,2.066260952,34.57741695,0.69449375
genome,GCA_018873245.2_Caltech_Along_2.0,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Trhypochthoniidae,Archegozetes,Archegozetes longisetosus,280,-0.039915364,-0.899029849,-0.09907713,3.756072628,0.258971336,0.10327936,0.02445333,0.06189038,2.456652272,-10.24167401,2.235045625,-71.81867697,169.6848042,55.07955011,134.2250216,-161.1503753,-112.2384549,-111.1709831,149.9420962,41.56246972,-13.06726507,-54.08739881,-348.7312571,-0.15496466,-0.32021431,3.32151839,-0.854242146,2.01734961,34.57500094,0.70839205
genome,GCA_009735665.1_ACgenome_NGS_v2,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus cantonensis,737.13,-0.030054463,-0.922087611,-0.066727055,3.928116252,0.25237971,0.09094855,0.02382975,0.06538899,2.443843786,-9.736846063,1.985511954,-71.9465969,169.1280897,55.1050697,134.6480325,-161.0029842,-112.4443043,-111.182911,150.6195815,41.51274313,-13.7048825,-54.16815442,-348.3594173,-0.13819525,-0.31288272,3.32368216,-0.712915729,2.173952335,34.51231152,0.66697347
genome,GCA_018135715.1_MEX_DaPlex,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,69.83,-0.03623811,-0.917328531,-0.100646323,3.729710076,0.232827923,0.10098035,0.02499882,0.06202134,2.025865674,-9.977056569,2.208400268,-71.81145389,169.6103023,55.07842555,134.2784655,-161.1847576,-112.3067474,-110.936926,150.05379,41.56291453,-13.12258546,-54.10614612,-348.8270549,-0.14118382,-0.31846902,3.32231568,-0.744677088,2.055431869,34.57721602,0.69346996
genome,GCA_009936545.3_ASM993654v3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Anentome,Anentome helena,1642.5,-0.020667918,-0.94305089,-0.050521983,4.017906503,0.268381365,0.08855428,0.02378479,0.06762336,2.429192016,-9.485088695,1.937265314,-71.96324683,168.9932902,55.21909097,134.5805412,-161.0340374,-112.6286526,-110.9148294,150.4976188,41.52726933,-13.80659882,-54.13616541,-348.4459475,-0.13132606,-0.32279318,3.32287976,-0.695264661,2.254174093,34.42409578,0.6515558
genome,GCA_019097775.1_ASM1909777v1,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia,Moniezia expansa,346.9875,-0.03349996,-0.914603698,-0.069314837,3.915305848,0.286979503,0.09437373,0.02366082,0.06478374,2.608050718,-9.921691056,2.047483441,-71.92418774,169.2244464,55.14010227,134.5235847,-161.0101883,-112.4072418,-111.2286867,150.3959867,41.53274457,-13.53904335,-54.12563978,-348.3679373,-0.14613964,-0.31963323,3.32348113,-0.787274216,2.140879256,34.51985758,0.67873847
genome,GCA_016920775.1_B2019C,Arthropoda (Mandibulata),Insecta,Diptera,Sciaridae,Bradysia,Bradysia odoriphaga,29.81,-0.042165412,-0.913787799,-0.090542411,3.847398813,0.286830709,0.09684973,0.02401702,0.05983616,2.383643176,-10.00455074,2.09116861,-71.86893388,169.495259,54.98594884,134.4784861,-160.9923421,-112.3172667,-111.3450898,150.3348678,41.53953874,-13.40980437,-54.14502865,-348.5488979,-0.14490383,-0.31448558,3.32202847,-0.756755178,2.085777253,34.53513154,0.69034505
genome,GCA_004794325.1_ASM479432v1,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,Pomacea maculata,1095,-0.026424534,-0.929726806,-0.064638279,3.936383901,0.279085405,0.09185527,0.02390104,0.06550494,2.339402771,-9.67232119,2.009002316,-71.94458395,169.1333028,55.12971709,134.5507404,-160.9389298,-112.4782284,-111.2281138,150.4094753,41.55668472,-13.63853144,-54.14291114,-348.5748411,-0.13265891,-0.3197098,3.32259102,-0.703779812,2.197795007,34.46348733,0.66641303
genome,GCA_020137395.1_ASM2013739v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudo,Hirudo verbana,1095,-0.03484696,-0.912396907,-0.073766637,3.912279634,0.267916219,0.09409587,0.02375571,0.06272904,2.528471132,-9.882149109,2.042824744,-71.91699471,169.2431298,55.1021707,134.5243939,-160.9097738,-112.3524853,-111.326745,150.3969098,41.52626411,-13.54234994,-54.13140564,-348.388653,-0.1433428,-0.31371502,3.32305109,-0.765218928,2.140963897,34.52839434,0.68190365
genome,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,2555,-0.021899265,-0.952537137,-0.058457976,4.008308633,0.234615752,0.08294413,0.02370071,0.06850219,2.160407848,-9.227781766,1.82807621,-72.03289251,168.8394799,55.08348702,134.8519415,-160.7700179,-112.5497206,-111.0801933,150.9378578,41.49906126,-14.05254571,-54.21777754,-348.1101886,-0.13237852,-0.3079976,3.32252956,-0.636773248,2.272236093,34.44877988,0.63644157
genome,GCA_004794575.1_ASM479457v1,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Lanistes,Lanistes nyassanus,3650,-0.024788321,-0.93638345,-0.056222851,3.972907107,0.272637672,0.08881715,0.02376369,0.06677677,2.360675276,-9.518929814,1.948929249,-71.96898189,168.9903728,55.12370044,134.6621132,-160.8896642,-112.5118467,-111.1992734,150.5886564,41.54438227,-13.78905125,-54.16523798,-348.424028,-0.13097546,-0.31844751,3.32296827,-0.679364175,2.232454202,34.44901571,0.65554945
genome,GCA_004794655.1_Mca_v2.0.fa,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Marisa,Marisa cornuarietis,534,-0.024909269,-0.931782012,-0.064726154,3.932244132,0.264022556,0.09134266,0.02396598,0.06616013,2.287797474,-9.628239938,2.004019898,-71.94223527,169.1241999,55.12036044,134.5630411,-160.9386824,-112.4812485,-111.2171261,150.429419,41.55796162,-13.65617085,-54.15247835,-348.5895417,-0.13201263,-0.31911659,3.32248835,-0.694064416,2.203756398,34.46067871,0.66396878
genome,GCA_015732765.1_VPISU_Cqui_1.0_pri_paternal,Arthropoda (Mandibulata),Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus,91.42,-0.050915084,-0.916042537,-0.081845274,3.887963442,0.356678133,0.09682319,0.0232384,0.05803512,2.666440328,-10.14656397,2.077068783,-71.87633652,169.5054515,54.9495817,134.4973716,-160.9664098,-112.3236722,-111.3763211,150.3304451,41.54604232,-13.41872926,-54.11086182,-348.2736946,-0.15241349,-0.32021026,3.32338907,-0.818288837,2.076965411,34.52700199,0.69432604
genome,GCA_016161895.1_ASM1616189v1,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,Pinna nobilis,9344,-0.030854663,-0.921312858,-0.086379041,3.848656435,0.279571459,0.09739018,0.02465533,0.06223732,2.249689848,-9.857192117,2.110324966,-71.86005517,169.4124971,55.12735065,134.3493967,-161.107292,-112.4281567,-111.0991512,150.1565504,41.54953751,-13.3728483,-54.10182104,-348.6988964,-0.13618395,-0.32232656,3.32131986,-0.730689658,2.128329922,34.48909591,0.68053529
genome,GCA_015471945.1_Wsci_v1.0,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia,Watasenia scintillans,395.4166667,-0.032712147,-0.917113379,-0.081901294,3.84798754,0.285615634,0.09884995,0.02469304,0.06176105,2.4620088,-9.949811777,2.11593408,-71.85399411,169.4023233,55.15069254,134.3481185,-161.2214852,-112.4222899,-110.9715831,150.1953168,41.526971,-13.35083966,-54.08099727,-348.5836684,-0.13759335,-0.32305657,3.32248756,-0.757361035,2.099802562,34.51507356,0.68696787
genome,GCA_016086655.4_UVic_Lsal_1.3,Arthropoda (Mandibulata),Crustacea,Hexanauplia,Caligidae,Lepeophtheirus,Lepeophtheirus salmonis,212.85,-0.042036498,-0.913241401,-0.090844493,3.769145677,0.315128765,0.10348327,0.02453082,0.05963501,2.413990096,-10.19848714,2.223084999,-71.80071831,169.6553361,55.13485038,134.1929795,-161.317443,-112.3770836,-110.8737854,149.925899,41.56054966,-13.05443881,-54.0340013,-348.629668,-0.14388979,-0.32956519,3.32400992,-0.810297741,2.037335695,34.56597449,0.70260632
genome,GCA_019055375.1_ASM1905537v1,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Parelaphostrongylus,Parelaphostrongylus tenuis,2375.1,-0.029676898,-0.9186861,-0.072007983,3.910102998,0.245926342,0.09277266,0.02385277,0.06543376,2.42894814,-9.799048319,2.014439182,-71.94198704,169.1988582,55.09846935,134.5975508,-160.9763539,-112.4097674,-111.2815213,150.5199359,41.52889108,-13.62149759,-54.16626756,-348.4207665,-0.13780659,-0.31413092,3.32339796,-0.730688118,2.148612937,34.51626484,0.67479404
genome,GCA_017591395.1_ASM1759139v1,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus,Schistocephalus solidus,398.6625,-0.027470167,-0.93324027,-0.060550443,3.971110728,0.265469891,0.08819204,0.02365442,0.06707069,2.409445268,-9.574562873,1.936369742,-71.97884821,169.0098849,55.14676354,134.6921247,-160.9480418,-112.5139408,-111.0777573,150.6812901,41.51206743,-13.81327171,-54.16949583,-348.2531678,-0.13824982,-0.31544945,3.32386018,-0.704589926,2.214218817,34.48455561,0.65440558
genome,GCA_009193005.1_LLUY_1.0,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,Lamellibrachia luymesi,85045,-0.022610456,-0.934158182,-0.086018525,3.894132853,0.214373721,0.09117958,0.02462374,0.06473893,1.933819116,-9.483909184,2.016204563,-71.90213655,169.2041453,55.05824387,134.5308654,-160.9060927,-112.4322794,-111.2491989,150.4300424,41.53928379,-13.62221557,-54.19023765,-348.7850791,-0.1312685,-0.31091719,3.31951315,-0.660205344,2.204592215,34.46197012,0.66146396
genome,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,-0.025011896,-0.934532238,-0.075813541,3.918674849,0.269714007,0.09221475,0.02426013,0.0644107,2.157762124,-9.621488666,2.021103463,-71.91648203,169.2005003,55.13053445,134.5175972,-160.9869802,-112.4769751,-111.1472545,150.3983427,41.54276205,-13.59919647,-54.14699558,-348.6958317,-0.13131736,-0.31966328,3.32090649,-0.683543222,2.194744682,34.4504075,0.6650418
genome,GCA_004382745.1_QAU_Airr_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians irradians,730,-0.028746116,-0.925025807,-0.09288978,3.819962873,0.253543169,0.09743821,0.02509521,0.06242291,2.052240554,-9.770577682,2.120900969,-71.84343254,169.4116147,55.12827086,134.3280836,-161.1363651,-112.431695,-111.0210396,150.1486436,41.54570838,-13.34516519,-54.11251693,-348.7984714,-0.13555604,-0.32021713,3.32053225,-0.70691538,2.128441612,34.49763568,0.67723751
genome,GCA_018389105.1_ASM1838910v1,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,Nautilus pompilius,6326.666667,-0.034534525,-0.924250129,-0.072578415,3.88613498,0.313118239,0.09686098,0.02399502,0.06304026,2.482502471,-9.940254783,2.097449465,-71.88534974,169.3652603,55.09437433,134.4354121,-161.07707,-112.3984723,-111.0851077,150.2447726,41.56167878,-13.40227844,-54.09369905,-348.5806533,-0.14175759,-0.3232697,3.32306346,-0.778486482,2.126859774,34.51269203,0.68291681
genome,GCA_020405105.1_ASM2040510v1,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Eudrilus,Eudrilus eugeniae,1095,-0.026514985,-0.926119179,-0.064464085,3.95299948,0.247172678,0.08982562,0.02401208,0.066286,2.39729211,-9.582672627,1.956612197,-71.97114914,169.0487502,55.11642915,134.6526011,-160.8841877,-112.4586248,-111.2235629,150.6095804,41.52125083,-13.76686261,-54.17068982,-348.3604374,-0.13937647,-0.31164754,3.32263524,-0.709658014,2.203567187,34.48892406,0.66095124
genome,GCA_004382765.1_QAU_Acon_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians concentricus,694.5138889,-0.028689911,-0.925720696,-0.092155139,3.824513143,0.254933782,0.09710067,0.0250865,0.06248618,2.058773301,-9.757428305,2.114325182,-71.84544245,169.3987,55.12712323,134.3369831,-161.1345989,-112.4380967,-111.0204382,150.1630363,41.54460035,-13.3631268,-54.11355259,-348.7773496,-0.13548507,-0.3201289,3.32057393,-0.703983289,2.133267774,34.49483001,0.67581395
genome,GCA_018292915.2_EWHU_Batt_1.5,Mollusca,Gastropoda,Cerithioidea,Batillariidae,Batillaria,Batillaria attramentaria,3650,-0.02544125,-0.94662171,-0.064320767,3.970191635,0.253084031,0.0864741,0.02388204,0.06565273,2.212946767,-9.381106704,1.912555501,-71.95531886,169.0347685,55.00805433,134.7054671,-160.8386755,-112.5009059,-111.2706783,150.6570657,41.54431954,-13.89106458,-54.19321067,-348.4025318,-0.12899148,-0.3141577,3.32210941,-0.634178179,2.251049768,34.42266964,0.64826893
genome,GCA_019095985.1_ASM1909598v1,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,Streblospio benedicti,385.3333333,-0.026951319,-0.933203808,-0.084716463,3.881177022,0.263490292,0.09431536,0.02444831,0.06288889,2.102257179,-9.690676917,2.057504717,-71.87559847,169.2870892,55.07003778,134.4605048,-161.0069652,-112.4302138,-111.1862449,150.3231838,41.54545175,-13.49217523,-54.13644494,-348.6812796,-0.13056796,-0.31942145,3.32073776,-0.700257122,2.167657683,34.47359812,0.67223895
genome,GCA_012932295.1_ASM1293229v1,Mollusca,Bivalvia,Venerida,Veneridae,Cyclina,Cyclina sinensis,2555,-0.034187823,-0.916343807,-0.086760751,3.833908208,0.298873804,0.09919553,0.02431801,0.06215328,2.309978833,-10.00715672,2.151737159,-71.85552806,169.4906892,55.10902857,134.3194742,-161.0750799,-112.3774976,-111.2050263,150.0681236,41.57072552,-13.2691743,-54.09962049,-348.8042289,-0.14233671,-0.32527383,3.32184009,-0.774209666,2.098869271,34.5118804,0.6900123
genome,GCA_020458035.1_ASM2045803v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea ariakensis,4745,-0.036344384,-0.91810385,-0.091276795,3.806727218,0.290820902,0.10012176,0.0246575,0.06043116,2.267956194,-9.99416308,2.162002437,-71.82493211,169.5159468,55.08045925,134.3071316,-161.1183204,-112.3532668,-111.1210984,150.0777927,41.56242461,-13.23161706,-54.08343529,-348.6921167,-0.13932068,-0.32398941,3.32233938,-0.759063797,2.087772765,34.52651869,0.69156956
genome,GCA_013387265.2_ASM1338726v2,Arthropoda (Mandibulata),Insecta,Coleoptera,Coccinellidae,Cryptolaemus,Cryptolaemus montrouzieri,81.71,-0.035374045,-0.914902062,-0.083175958,3.831735503,0.26538284,0.0989977,0.02457379,0.06141671,2.470977646,-9.978979609,2.12368541,-71.85926149,169.4351066,55.15055219,134.378843,-161.2147905,-112.3895213,-110.9413313,150.2455266,41.51796071,-13.33000634,-54.09443064,-348.6614368,-0.14145791,-0.3223276,3.32319534,-0.767828183,2.08063058,34.5338837,0.6917842
genome,GCA_019649035.1_Ema_v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia marginata,270,-0.034603092,-0.920601277,-0.073635626,3.886303283,0.30296022,0.09720899,0.02399654,0.06434191,2.523831398,-9.992892006,2.102634013,-71.88299886,169.4053587,55.09206304,134.4077777,-161.0927972,-112.4200487,-111.1453952,150.189424,41.5721548,-13.39565277,-54.09175969,-348.4898589,-0.14382051,-0.32466866,3.32405179,-0.796260769,2.122807638,34.52350924,0.68248737
